chr,from.coord,to.coord,tag
chr12,93150000,93370000,domain
chr12,93250000,93810000,domain
chr12,93380000,93800000,domain
chr12,93880000,94500000,domain
chr12,93890000,94160000,domain
chr12,94160000,94500000,domain
chr12,94510000,95390000,domain
chr12,94520000,94880000,domain
chr12,94940000,95370000,domain
chr12,95440000,95930000,domain
chr12,95480000,95730000,domain
chr12,95730000,95920000,domain
chr12,95950000,96250000,domain
chr12,96260000,96430000,domain
chr12,96430000,96610000,domain
chr12,96620000,96920000,domain
chr12,96660000,96790000,domain
chr12,96970000,97410000,domain
chr12,97410000,98800000,domain
chr12,97730000,98790000,domain
chr12,97750000,98530000,domain
chr12,97870000,98500000,domain
chr12,98800000,99090000,domain
chr12,99120000,99410000,domain
chr12,99460000,100140000,domain
chr12,100200000,100410000,domain
chr12,100430000,100610000,domain
chr12,100750000,100950000,domain
chr12,101160000,101730000,domain
chr12,101800000,102150000,domain
chr12,102300000,103180000,domain
chr12,102320000,102450000,domain
chr12,102690000,102890000,domain
chr12,102900000,103130000,domain
chr12,103260000,103940000,domain
chr12,103970000,104130000,domain
chr12,104330000,104530000,domain
chr12,104560000,104750000,domain
chr12,104770000,105410000,domain
chr12,105560000,105800000,domain
chr12,105800000,106590000,domain
chr12,105810000,106080000,domain
chr12,106360000,106530000,domain
chr12,106620000,106770000,domain
chr12,106770000,107350000,domain
chr12,107350000,107500000,domain
chr12,107500000,108030000,domain
chr12,107510000,107710000,domain
chr12,108150000,108310000,domain
chr12,108320000,108900000,domain
chr12,108400000,108790000,domain
chr12,109030000,109230000,domain
chr12,109540000,109850000,domain
chr12,109930000,110240000,domain
chr12,110480000,110870000,domain
chr12,110890000,111060000,domain
chr12,111360000,111760000,domain
chr12,111820000,112130000,domain
chr12,112130000,112280000,domain
chr12,112140000,112870000,domain
chr12,112620000,112860000,domain
chr12,113430000,113610000,domain
chr12,113620000,113880000,domain
chr12,113900000,114380000,domain
chr12,114400000,115050000,domain
chr12,115090000,116360000,domain
chr12,115110000,115430000,domain
chr12,115610000,115900000,domain
chr12,115930000,116170000,domain
chr12,116400000,117110000,domain
chr12,116410000,116710000,domain
chr12,116710000,117050000,domain
chr12,116710000,116870000,domain
chr12,117140000,117610000,domain
chr12,117450000,117620000,domain
chr12,117650000,118280000,domain
chr12,118280000,118450000,domain
chr12,118590000,118830000,domain
chr12,119500000,119990000,domain
chr12,120100000,120530000,domain
chr12,120380000,120530000,domain
chr12,120540000,120730000,domain
chr12,120740000,120970000,domain
chr12,120980000,121700000,domain
chr12,121010000,121440000,domain
chr12,121010000,121170000,domain
chr12,121440000,121680000,domain
chr12,121730000,121900000,domain
chr12,121910000,122120000,domain
chr12,122720000,122990000,domain
chr12,122830000,123010000,domain
chr12,123010000,123260000,domain
chr12,123270000,123740000,domain
chr12,123270000,123460000,domain
chr12,123460000,123730000,domain
chr12,123750000,124120000,domain
chr12,124240000,124510000,domain
chr12,124520000,124810000,domain
chr12,124840000,125260000,domain
chr12,124860000,125050000,domain
chr12,125050000,125250000,domain
chr12,125260000,125410000,domain
chr12,125450000,125610000,domain
chr12,127580000,127810000,domain
chr12,127880000,128180000,domain
chr12,128730000,131210000,domain
chr12,131380000,132190000,domain
chr12,132260000,132570000,domain
chr12,132980000,133200000,domain
chr12,133280000,133440000,domain
chr13,19020000,20130000,domain
chr13,20220000,20480000,domain
chr13,20550000,20750000,domain
chr13,20750000,21510000,domain
chr13,20760000,21060000,domain
chr13,21070000,21500000,domain
chr13,21070000,21280000,domain
chr13,21280000,21500000,domain
chr13,21510000,21750000,domain
chr13,21770000,22080000,domain
chr13,22190000,22860000,domain
chr13,22480000,22800000,domain
chr13,22900000,23310000,domain
chr13,23390000,23900000,domain
chr13,23920000,24470000,domain
chr13,24490000,24830000,domain
chr13,24860000,25130000,domain
chr13,25140000,25580000,domain
chr13,25140000,25310000,domain
chr13,25320000,25570000,domain
chr13,25800000,25960000,domain
chr13,26100000,26670000,domain
chr13,26740000,27290000,domain
chr13,26750000,27040000,domain
chr13,27050000,27280000,domain
chr13,27280000,27510000,domain
chr13,27540000,27940000,domain
chr13,27940000,28570000,domain
chr13,27950000,28410000,domain
chr13,28400000,28570000,domain
chr13,28620000,29270000,domain
chr13,28620000,29380000,domain
chr13,28700000,28860000,domain
chr13,28880000,29240000,domain
chr13,28890000,29060000,domain
chr13,29070000,29220000,domain
chr13,29240000,29390000,domain
chr13,29410000,29930000,domain
chr13,30040000,30700000,domain
chr13,30050000,30320000,domain
chr13,30340000,30700000,domain
chr13,30500000,30690000,domain
chr13,30700000,31730000,domain
chr13,30700000,31190000,domain
chr13,30710000,31030000,domain
chr13,31030000,31190000,domain
chr13,31190000,31630000,domain
chr13,31210000,31380000,domain
chr13,31440000,31620000,domain
chr13,31750000,32420000,domain
chr13,31780000,32000000,domain
chr13,32020000,32390000,domain
chr13,32460000,33150000,domain
chr13,32590000,33160000,domain
chr13,32900000,33150000,domain
chr13,33160000,34320000,domain
chr13,33250000,33680000,domain
chr13,33700000,34120000,domain
chr13,33910000,34120000,domain
chr13,34120000,34330000,domain
chr13,34430000,35730000,domain
chr13,34490000,35120000,domain
chr13,35760000,36540000,domain
chr13,36540000,37390000,domain
chr13,36560000,36840000,domain
chr13,36860000,37380000,domain
chr13,37000000,37360000,domain
chr13,37390000,37580000,domain
chr13,37650000,38180000,domain
chr13,38200000,39500000,domain
chr13,38340000,39400000,domain
chr13,39610000,40230000,domain
chr13,39670000,39890000,domain
chr13,39970000,40190000,domain
chr13,40280000,40550000,domain
chr13,40630000,41290000,domain
chr13,41330000,41510000,domain
chr13,41510000,41640000,domain
chr13,41640000,41910000,domain
chr13,41960000,42230000,domain
chr13,42240000,42710000,domain
chr13,42240000,42460000,domain
chr13,42880000,43150000,domain
chr13,43120000,44450000,domain
chr13,43160000,43650000,domain
chr13,43650000,44450000,domain
chr13,43680000,43880000,domain
chr13,44470000,44620000,domain
chr13,44470000,45030000,domain
chr13,45050000,45550000,domain
chr13,45580000,45910000,domain
chr13,45920000,46100000,domain
chr13,46100000,46780000,domain
chr13,46200000,46690000,domain
chr13,47070000,47330000,domain
chr13,47380000,48360000,domain
chr13,48180000,48350000,domain
chr13,48650000,49350000,domain
chr13,49160000,49340000,domain
chr13,49350000,49790000,domain
chr13,49350000,49540000,domain
chr13,49550000,49740000,domain
chr13,49830000,50190000,domain
chr13,49860000,50020000,domain
chr13,50230000,50520000,domain
chr13,50660000,51430000,domain
chr13,50700000,51120000,domain
chr13,51690000,51930000,domain
chr13,51990000,52380000,domain
chr13,52010000,52160000,domain
chr13,52160000,52350000,domain
chr13,52410000,52720000,domain
chr13,53800000,58040000,domain
chr13,59460000,59890000,domain
chr13,59570000,59780000,domain
chr13,59930000,60240000,domain
chr13,60250000,61010000,domain
chr13,60260000,60490000,domain
chr13,60510000,60750000,domain
chr13,61020000,61220000,domain
chr13,62630000,62940000,domain
chr13,62980000,63660000,domain
chr13,63680000,64680000,domain
chr13,64750000,64960000,domain
chr13,65030000,66220000,domain
chr13,67270000,67810000,domain
chr13,67500000,67800000,domain
chr13,67810000,68000000,domain
chr13,68000000,68350000,domain
chr13,71870000,72460000,domain
chr13,72550000,73210000,domain
chr13,73350000,74290000,domain
chr13,73380000,73620000,domain
chr13,73570000,74290000,domain
chr13,74320000,74710000,domain
chr13,74320000,74890000,domain
chr13,74710000,74870000,domain
chr13,74910000,75840000,domain
chr13,75880000,76120000,domain
chr13,76130000,76440000,domain
chr13,76250000,76440000,domain
chr13,76440000,77560000,domain
chr13,76450000,77050000,domain
chr13,77090000,77550000,domain
chr13,77580000,78090000,domain
chr13,77600000,77910000,domain
chr13,77920000,78080000,domain
chr13,78340000,78700000,domain
chr13,78700000,79570000,domain
chr13,79880000,80140000,domain
chr13,80240000,80940000,domain
chr13,80340000,80940000,domain
chr13,80970000,81480000,domain
chr13,83170000,83360000,domain
chr13,83590000,83970000,domain
chr13,85460000,86410000,domain
chr13,85690000,86400000,domain
chr13,86030000,86380000,domain
chr13,87510000,87930000,domain
chr13,90740000,91540000,domain
chr13,90960000,91220000,domain
chr13,92010000,92420000,domain
chr13,93860000,95050000,domain
chr13,93870000,94820000,domain
chr13,94370000,94530000,domain
chr13,94830000,95020000,domain
chr13,95060000,95270000,domain
chr13,95320000,95660000,domain
chr13,95830000,96060000,domain
chr13,96180000,96520000,domain
chr13,96840000,97410000,domain
chr13,97670000,98030000,domain
chr13,97880000,98010000,domain
chr13,98060000,98460000,domain
chr13,98490000,99340000,domain
chr13,98490000,98650000,domain
chr13,98490000,99090000,domain
chr13,98790000,99070000,domain
chr13,99090000,99330000,domain
chr13,99340000,99500000,domain
chr13,99500000,99730000,domain
chr13,99820000,100100000,domain
chr13,100320000,100550000,domain
chr13,100620000,101190000,domain
chr13,100730000,100890000,domain
chr13,100900000,101180000,domain
chr13,101190000,101350000,domain
chr13,101340000,101760000,domain
chr13,101790000,102430000,domain
chr13,101800000,102130000,domain
chr13,102150000,102420000,domain
chr13,102770000,103170000,domain
chr13,103220000,103520000,domain
chr13,103580000,104440000,domain
chr13,104490000,105190000,domain
chr13,105850000,106120000,domain
chr13,106700000,107190000,domain
chr13,107230000,107820000,domain
chr13,107330000,107550000,domain
chr13,107560000,107790000,domain
chr13,107840000,108550000,domain
chr13,107850000,108030000,domain
chr13,108000000,108540000,domain
chr13,108030000,108300000,domain
chr13,108320000,108530000,domain
chr13,108550000,108830000,domain
chr13,108930000,109560000,domain
chr13,109260000,109550000,domain
chr13,109570000,110790000,domain
chr13,109580000,109790000,domain
chr13,109590000,110430000,domain
chr13,109800000,110040000,domain
chr13,110440000,110780000,domain
chr13,110840000,111110000,domain
chr13,111210000,111550000,domain
chr13,111330000,111530000,domain
chr13,111560000,111940000,domain
chr13,111570000,111720000,domain
chr13,111740000,111900000,domain
chr13,111990000,113140000,domain
chr13,113280000,113550000,domain
chr13,113590000,113910000,domain
chr13,113910000,114090000,domain
chr14,20190000,20430000,domain
chr14,20880000,21170000,domain
chr14,21170000,21440000,domain
chr14,21450000,21620000,domain
chr14,21670000,22040000,domain
chr14,22600000,22850000,domain
chr14,22850000,23010000,domain
chr14,23020000,23380000,domain
chr14,23030000,23240000,domain
chr14,23240000,23390000,domain
chr14,23400000,23580000,domain
chr14,23590000,23770000,domain
chr14,24070000,24410000,domain
chr14,24420000,24590000,domain
chr14,24580000,24920000,domain
chr14,24920000,25150000,domain
chr14,25260000,25630000,domain
chr14,26630000,27400000,domain
chr14,26890000,27090000,domain
chr14,27610000,28840000,domain
chr14,29200000,30000000,domain
chr14,29470000,29700000,domain
chr14,30010000,30760000,domain
chr14,30020000,30450000,domain
chr14,30180000,30410000,domain
chr14,30480000,30710000,domain
chr14,30780000,31010000,domain
chr14,31160000,31370000,domain
chr14,31380000,31880000,domain
chr14,31400000,31600000,domain
chr14,31620000,31830000,domain
chr14,31920000,33030000,domain
chr14,31960000,32500000,domain
chr14,32530000,32720000,domain
chr14,32730000,33030000,domain
chr14,33040000,33490000,domain
chr14,34290000,34780000,domain
chr14,34790000,35010000,domain
chr14,35030000,35560000,domain
chr14,35080000,35250000,domain
chr14,35590000,35890000,domain
chr14,35900000,36290000,domain
chr14,36350000,36960000,domain
chr14,37080000,37640000,domain
chr14,37410000,37620000,domain
chr14,37690000,38230000,domain
chr14,37700000,38360000,domain
chr14,37710000,38060000,domain
chr14,38180000,38360000,domain
chr14,38370000,39100000,domain
chr14,38440000,38670000,domain
chr14,38670000,39070000,domain
chr14,39130000,39480000,domain
chr14,39520000,39910000,domain
chr14,39640000,39820000,domain
chr14,39940000,41900000,domain
chr14,42520000,43640000,domain
chr14,45360000,45750000,domain
chr14,45370000,45580000,domain
chr14,45580000,45740000,domain
chr14,48930000,49650000,domain
chr14,49890000,50050000,domain
chr14,50080000,50310000,domain
chr14,50320000,50580000,domain
chr14,50590000,50770000,domain
chr14,50630000,51360000,domain
chr14,50630000,51010000,domain
chr14,50780000,51000000,domain
chr14,51010000,51340000,domain
chr14,51420000,51700000,domain
chr14,51710000,52460000,domain
chr14,51740000,52190000,domain
chr14,52250000,52450000,domain
chr14,52460000,52610000,domain
chr14,52610000,53180000,domain
chr14,52610000,52750000,domain
chr14,52770000,52950000,domain
chr14,52960000,53160000,domain
chr14,53250000,53540000,domain
chr14,53540000,53760000,domain
chr14,53790000,54010000,domain
chr14,54000000,54820000,domain
chr14,54440000,54640000,domain
chr14,54640000,54800000,domain
chr14,54890000,55280000,domain
chr14,55030000,55250000,domain
chr14,55280000,55470000,domain
chr14,55490000,55660000,domain
chr14,55510000,55900000,domain
chr14,55650000,56150000,domain
chr14,55660000,55900000,domain
chr14,55900000,56150000,domain
chr14,55910000,56040000,domain
chr14,56160000,56950000,domain
chr14,56180000,56560000,domain
chr14,56580000,56820000,domain
chr14,56980000,57850000,domain
chr14,57100000,57660000,domain
chr14,57650000,57890000,domain
chr14,57920000,58540000,domain
chr14,58050000,58470000,domain
chr14,58540000,58670000,domain
chr14,58710000,58900000,domain
chr14,58940000,59520000,domain
chr14,58950000,59110000,domain
chr14,59590000,59930000,domain
chr14,60070000,60390000,domain
chr14,60790000,61060000,domain
chr14,61080000,61750000,domain
chr14,61090000,61450000,domain
chr14,61490000,61730000,domain
chr14,61750000,61920000,domain
chr14,61920000,62230000,domain
chr14,62340000,62610000,domain
chr14,62630000,63770000,domain
chr14,63610000,63800000,domain
chr14,63830000,64240000,domain
chr14,63840000,64050000,domain
chr14,64100000,64250000,domain
chr14,64250000,64800000,domain
chr14,64260000,64480000,domain
chr14,64500000,64780000,domain
chr14,64800000,64970000,domain
chr14,64810000,65430000,domain
chr14,64960000,65450000,domain
chr14,64980000,65120000,domain
chr14,65120000,65410000,domain
chr14,65560000,66450000,domain
chr14,65630000,65880000,domain
chr14,65890000,66230000,domain
chr14,66860000,67620000,domain
chr14,67610000,67830000,domain
chr14,67850000,68260000,domain
chr14,67880000,68040000,domain
chr14,68050000,68210000,domain
chr14,68290000,69310000,domain
chr14,68400000,68710000,domain
chr14,68710000,69300000,domain
chr14,69420000,69580000,domain
chr14,69620000,69940000,domain
chr14,70050000,70240000,domain
chr14,70270000,70510000,domain
chr14,70530000,71060000,domain
chr14,70550000,70790000,domain
chr14,71070000,71260000,domain
chr14,71270000,71480000,domain
chr14,71560000,72230000,domain
chr14,71600000,71790000,domain
chr14,72350000,72900000,domain
chr14,72450000,72830000,domain
chr14,72970000,73430000,domain
chr14,72980000,73180000,domain
chr14,73190000,73380000,domain
chr14,73430000,73600000,domain
chr14,73600000,74110000,domain
chr14,73610000,73960000,domain
chr14,73610000,73760000,domain
chr14,73760000,73950000,domain
chr14,73960000,74130000,domain
chr14,74150000,74530000,domain
chr14,74170000,74360000,domain
chr14,74370000,74530000,domain
chr14,74550000,74950000,domain
chr14,74560000,74760000,domain
chr14,74770000,74960000,domain
chr14,74960000,75310000,domain
chr14,75330000,75580000,domain
chr14,75770000,75980000,domain
chr14,76150000,76460000,domain
chr14,76500000,76860000,domain
chr14,76880000,77130000,domain
chr14,77140000,77320000,domain
chr14,77580000,77770000,domain
chr14,77920000,78220000,domain
chr14,78280000,79280000,domain
chr14,78450000,79020000,domain
chr14,79390000,80490000,domain
chr14,79420000,79730000,domain
chr14,79740000,80020000,domain
chr14,80520000,81350000,domain
chr14,81100000,81290000,domain
chr14,81420000,81670000,domain
chr14,81700000,81930000,domain
chr14,82340000,83130000,domain
chr14,83530000,83720000,domain
chr14,83750000,84580000,domain
chr14,85670000,85990000,domain
chr14,86090000,86530000,domain
chr14,86540000,87490000,domain
chr14,87630000,88130000,domain
chr14,88390000,88850000,domain
chr14,89080000,89490000,domain
chr14,89490000,90430000,domain
chr14,89500000,89660000,domain
chr14,89700000,89880000,domain
chr14,90430000,90720000,domain
chr14,90740000,91220000,domain
chr14,91330000,91780000,domain
chr14,91640000,91770000,domain
chr14,91770000,91900000,domain
chr14,91970000,92500000,domain
chr14,91980000,92320000,domain
chr14,92330000,92500000,domain
chr14,92590000,93260000,domain
chr14,92620000,92920000,domain
chr14,92930000,93160000,domain
chr14,93320000,93650000,domain
chr14,93660000,94100000,domain
chr14,93660000,93820000,domain
chr14,93820000,94080000,domain
chr14,94120000,94360000,domain
chr14,94390000,94650000,domain
chr14,94670000,95020000,domain
chr14,95150000,95880000,domain
chr14,95190000,95460000,domain
chr14,95890000,96030000,domain
chr14,96020000,96460000,domain
chr14,96030000,96250000,domain
chr14,96570000,96750000,domain
chr14,96750000,96920000,domain
chr14,97010000,97380000,domain
chr14,97040000,97220000,domain
chr14,99740000,99900000,domain
chr14,99950000,100140000,domain
chr14,99950000,100410000,domain
chr14,100170000,100380000,domain
chr14,100430000,100700000,domain
chr14,100710000,100850000,domain
chr14,100850000,101330000,domain
chr14,100850000,101120000,domain
chr14,101120000,101310000,domain
chr14,101370000,101540000,domain
chr14,101550000,102140000,domain
chr14,101550000,101720000,domain
chr14,101720000,102090000,domain
chr14,102220000,102420000,domain
chr14,102420000,102560000,domain
chr14,102560000,102800000,domain
chr14,102830000,102990000,domain
chr14,102870000,103460000,domain
chr14,103190000,103400000,domain
chr14,103530000,103800000,domain
chr14,103800000,103980000,domain
chr14,104020000,104190000,domain
chr14,104200000,104510000,domain
chr14,104590000,105100000,domain
chr14,105220000,105550000,domain
chr14,105360000,105550000,domain
chr14,105550000,105830000,domain
chr15,21880000,22590000,domain
chr15,22830000,23030000,domain
chr15,23890000,24130000,domain
chr15,25210000,25370000,domain
chr15,25540000,25700000,domain
chr15,25730000,26380000,domain
chr15,25780000,26230000,domain
chr15,25930000,26190000,domain
chr15,26540000,27080000,domain
chr15,27290000,28330000,domain
chr15,28360000,28540000,domain
chr15,29420000,29860000,domain
chr15,29440000,29710000,domain
chr15,29960000,30380000,domain
chr15,31200000,31440000,domain
chr15,31480000,31790000,domain
chr15,31620000,31790000,domain
chr15,32930000,33300000,domain
chr15,33130000,33290000,domain
chr15,33300000,33450000,domain
chr15,33520000,34000000,domain
chr15,34020000,34320000,domain
chr15,34340000,34520000,domain
chr15,34520000,34670000,domain
chr15,34900000,35250000,domain
chr15,35320000,35770000,domain
chr15,35370000,35560000,domain
chr15,35580000,35770000,domain
chr15,35820000,36050000,domain
chr15,36510000,36780000,domain
chr15,37180000,37430000,domain
chr15,37450000,38190000,domain
chr15,38260000,38700000,domain
chr15,38720000,38990000,domain
chr15,38990000,39890000,domain
chr15,39000000,39420000,domain
chr15,39460000,39880000,domain
chr15,39460000,39600000,domain
chr15,39590000,39880000,domain
chr15,39890000,40070000,domain
chr15,39890000,40310000,domain
chr15,40070000,40300000,domain
chr15,40330000,40500000,domain
chr15,40570000,40730000,domain
chr15,40820000,41660000,domain
chr15,40860000,41190000,domain
chr15,41020000,41190000,domain
chr15,41190000,41340000,domain
chr15,41190000,41630000,domain
chr15,41340000,41580000,domain
chr15,41720000,42120000,domain
chr15,42260000,42450000,domain
chr15,42470000,42770000,domain
chr15,42790000,42980000,domain
chr15,42990000,43240000,domain
chr15,43480000,43620000,domain
chr15,44110000,44840000,domain
chr15,44150000,44520000,domain
chr15,44190000,44360000,domain
chr15,44560000,44830000,domain
chr15,44860000,45090000,domain
chr15,45110000,45390000,domain
chr15,45410000,45910000,domain
chr15,45440000,45700000,domain
chr15,45710000,45940000,domain
chr15,46370000,46600000,domain
chr15,47460000,48610000,domain
chr15,47470000,48280000,domain
chr15,47570000,47780000,domain
chr15,48300000,48610000,domain
chr15,48630000,49470000,domain
chr15,48630000,49110000,domain
chr15,48740000,49110000,domain
chr15,48780000,48940000,domain
chr15,48940000,49110000,domain
chr15,49140000,49450000,domain
chr15,49150000,49290000,domain
chr15,49290000,49450000,domain
chr15,49510000,50440000,domain
chr15,49520000,49720000,domain
chr15,49760000,50350000,domain
chr15,49770000,49920000,domain
chr15,50440000,50630000,domain
chr15,50720000,51220000,domain
chr15,50740000,50950000,domain
chr15,50960000,51200000,domain
chr15,51220000,51420000,domain
chr15,51440000,51720000,domain
chr15,51920000,52090000,domain
chr15,52240000,52530000,domain
chr15,52540000,53050000,domain
chr15,52550000,52860000,domain
chr15,52840000,53030000,domain
chr15,53100000,55460000,domain
chr15,53150000,53900000,domain
chr15,54220000,55440000,domain
chr15,54230000,55260000,domain
chr15,55470000,55740000,domain
chr15,55780000,56560000,domain
chr15,55780000,55940000,domain
chr15,55940000,56120000,domain
chr15,56390000,56540000,domain
chr15,56540000,56730000,domain
chr15,56760000,57620000,domain
chr15,57180000,57600000,domain
chr15,57210000,57430000,domain
chr15,57430000,57610000,domain
chr15,57630000,57840000,domain
chr15,57850000,58480000,domain
chr15,58510000,59180000,domain
chr15,58910000,59060000,domain
chr15,59230000,59840000,domain
chr15,59240000,59430000,domain
chr15,59440000,59810000,domain
chr15,59450000,59700000,domain
chr15,59980000,60610000,domain
chr15,60620000,60810000,domain
chr15,60860000,61370000,domain
chr15,61200000,61360000,domain
chr15,61440000,62000000,domain
chr15,61440000,62130000,domain
chr15,62150000,62360000,domain
chr15,62410000,62620000,domain
chr15,62660000,63040000,domain
chr15,63060000,63340000,domain
chr15,63360000,63570000,domain
chr15,63410000,63900000,domain
chr15,63570000,63900000,domain
chr15,63580000,63730000,domain
chr15,63750000,63900000,domain
chr15,63910000,64390000,domain
chr15,64170000,64370000,domain
chr15,64450000,64680000,domain
chr15,64460000,64990000,domain
chr15,64710000,64970000,domain
chr15,64980000,65420000,domain
chr15,65000000,65290000,domain
chr15,65290000,65450000,domain
chr15,65900000,66170000,domain
chr15,66210000,66580000,domain
chr15,66610000,66800000,domain
chr15,66860000,67180000,domain
chr15,66990000,67160000,domain
chr15,67220000,67550000,domain
chr15,67550000,67730000,domain
chr15,67630000,68140000,domain
chr15,67750000,68120000,domain
chr15,68140000,68510000,domain
chr15,68140000,68340000,domain
chr15,68530000,69240000,domain
chr15,68540000,68840000,domain
chr15,68840000,68980000,domain
chr15,68990000,69220000,domain
chr15,69330000,69740000,domain
chr15,69330000,69540000,domain
chr15,69540000,69710000,domain
chr15,69760000,70860000,domain
chr15,69770000,70010000,domain
chr15,69770000,70370000,domain
chr15,70390000,70790000,domain
chr15,70790000,70950000,domain
chr15,70950000,71180000,domain
chr15,71190000,71740000,domain
chr15,71270000,71410000,domain
chr15,71400000,71730000,domain
chr15,71740000,72040000,domain
chr15,72120000,72470000,domain
chr15,72560000,72930000,domain
chr15,73080000,73380000,domain
chr15,73380000,73560000,domain
chr15,73580000,74090000,domain
chr15,73590000,73830000,domain
chr15,73840000,74000000,domain
chr15,74010000,74210000,domain
chr15,74230000,74640000,domain
chr15,74390000,74640000,domain
chr15,74650000,74910000,domain
chr15,74920000,75070000,domain
chr15,74920000,75250000,domain
chr15,75070000,75250000,domain
chr15,75280000,75630000,domain
chr15,75650000,76140000,domain
chr15,75650000,75980000,domain
chr15,76240000,76440000,domain
chr15,76470000,77190000,domain
chr15,76470000,76640000,domain
chr15,77310000,77840000,domain
chr15,77870000,78170000,domain
chr15,78200000,78570000,domain
chr15,78230000,78400000,domain
chr15,78410000,78570000,domain
chr15,78590000,78730000,domain
chr15,78860000,79040000,domain
chr15,79050000,79190000,domain
chr15,79200000,79530000,domain
chr15,79300000,79530000,domain
chr15,79620000,80140000,domain
chr15,79690000,79890000,domain
chr15,80150000,80310000,domain
chr15,80150000,80490000,domain
chr15,80160000,80620000,domain
chr15,80320000,80480000,domain
chr15,80500000,80690000,domain
chr15,80700000,81280000,domain
chr15,80730000,80860000,domain
chr15,81080000,81270000,domain
chr15,81290000,81700000,domain
chr15,81560000,81710000,domain
chr15,81720000,82270000,domain
chr15,82340000,82510000,domain
chr15,83210000,83430000,domain
chr15,83210000,83670000,domain
chr15,83510000,83660000,domain
chr15,83680000,83880000,domain
chr15,83890000,84240000,domain
chr15,84260000,84770000,domain
chr15,85180000,85480000,domain
chr15,85350000,85480000,domain
chr15,85490000,85730000,domain
chr15,85790000,86390000,domain
chr15,85810000,86280000,domain
chr15,85830000,86030000,domain
chr15,86060000,86260000,domain
chr15,86270000,86400000,domain
chr15,88160000,88790000,domain
chr15,88200000,88480000,domain
chr15,88820000,88990000,domain
chr15,89000000,89420000,domain
chr15,89000000,89170000,domain
chr15,89190000,89420000,domain
chr15,89440000,89740000,domain
chr15,89580000,89730000,domain
chr15,89740000,89880000,domain
chr15,89880000,90120000,domain
chr15,90180000,90780000,domain
chr15,90280000,90440000,domain
chr15,90440000,90640000,domain
chr15,90640000,90810000,domain
chr15,90810000,91490000,domain
chr15,90840000,91040000,domain
chr15,91040000,91170000,domain
chr15,91190000,91480000,domain
chr15,91560000,92640000,domain
chr15,91570000,91810000,domain
chr15,91840000,92130000,domain
chr15,92380000,92630000,domain
chr15,92640000,93280000,domain
chr15,93330000,93570000,domain
chr15,93630000,94680000,domain
chr15,94520000,94680000,domain
chr15,94690000,94880000,domain
chr15,95560000,95790000,domain
chr15,95780000,96890000,domain
chr15,96590000,96870000,domain
chr15,97160000,97760000,domain
chr15,98400000,98970000,domain
chr15,98410000,98830000,domain
chr15,98430000,98660000,domain
chr15,98830000,98970000,domain
chr15,98980000,99790000,domain
chr15,99000000,99190000,domain
chr15,99030000,99640000,domain
chr15,99190000,99630000,domain
chr15,99190000,99440000,domain
chr15,99190000,99320000,domain
chr15,99460000,99620000,domain
chr15,99630000,99790000,domain
chr15,99800000,100270000,domain
chr15,99940000,100110000,domain
chr15,100110000,100250000,domain
chr15,100380000,101130000,domain
chr15,100460000,100880000,domain
chr15,100460000,100780000,domain
chr15,101140000,101550000,domain
chr15,101420000,101550000,domain
chr15,101550000,101820000,domain
chr15,101840000,102180000,domain
chr16,270000,420000,domain
chr16,430000,580000,domain
chr16,740000,1340000,domain
chr16,860000,1100000,domain
chr16,1130000,1300000,domain
chr16,1390000,1820000,domain
chr16,1500000,1660000,domain
chr16,1840000,2010000,domain
chr16,2030000,2210000,domain
chr16,2310000,2570000,domain
chr16,2720000,3020000,domain
chr16,3070000,3230000,domain
chr16,3230000,3550000,domain
chr16,3550000,3730000,domain
chr16,3720000,4460000,domain
chr16,3740000,3950000,domain
chr16,3930000,4400000,domain
chr16,4310000,4460000,domain
chr16,4480000,4690000,domain
chr16,4530000,5150000,domain
chr16,4740000,5150000,domain
chr16,4880000,5010000,domain
chr16,5170000,8450000,domain
chr16,8760000,8890000,domain
chr16,8980000,9230000,domain
chr16,10340000,10590000,domain
chr16,10600000,11030000,domain
chr16,10600000,10830000,domain
chr16,10840000,11030000,domain
chr16,11040000,11350000,domain
chr16,11490000,11820000,domain
chr16,11990000,12180000,domain
chr16,12180000,12340000,domain
chr16,12180000,12530000,domain
chr16,14010000,14330000,domain
chr16,14360000,14660000,domain
chr16,15510000,15700000,domain
chr16,15830000,16300000,domain
chr16,17260000,17570000,domain
chr16,17710000,18120000,domain
chr16,19090000,19520000,domain
chr16,19560000,19910000,domain
chr16,19710000,19900000,domain
chr16,19930000,20420000,domain
chr16,20030000,20320000,domain
chr16,20810000,21140000,domain
chr16,23180000,23420000,domain
chr16,23460000,23690000,domain
chr16,23710000,24520000,domain
chr16,23740000,24050000,domain
chr16,24080000,24520000,domain
chr16,24530000,25240000,domain
chr16,24550000,24810000,domain
chr16,26830000,27120000,domain
chr16,27160000,27490000,domain
chr16,27590000,28100000,domain
chr16,27600000,27800000,domain
chr16,27800000,28090000,domain
chr16,28100000,28240000,domain
chr16,28840000,28970000,domain
chr16,29110000,29280000,domain
chr16,29640000,29800000,domain
chr16,29820000,30040000,domain
chr16,30430000,30670000,domain
chr16,30710000,30960000,domain
chr16,30960000,31200000,domain
chr16,31220000,31460000,domain
chr16,31520000,31950000,domain
chr16,31540000,31710000,domain
chr16,33320000,33970000,domain
chr16,34170000,35280000,domain
chr16,46660000,46990000,domain
chr16,47010000,48230000,domain
